frameID,p_error
2377,0.111238
2379,0.109391
2381,0.109525
2383,0.110614
2385,0.112029
2388,0.113771
2390,0.116287
2392,0.119539
2394,0.122559
2396,0.125274
2398,0.127619
2400,0.129896
2402,0.131979
2404,0.132307
2406,0.132415
2408,0.131443
2411,0.130102
2413,0.129726
2415,0.12915
2417,0.13042
2419,0.130526
2421,0.129106
2423,0.128461
2425,0.127328
2427,0.12772
2429,0.127795
2431,0.128518
2433,0.129838
2435,0.131026
2437,0.131572
2439,0.132296
2441,0.132625
2443,0.134453
2445,0.135826
2447,0.135937
2449,0.136851
2451,0.138584
2453,0.141066
2455,0.14374
2457,0.146632
2459,0.150388
2461,0.154178
2463,0.157528
2466,0.163251
2468,0.166758
2470,0.17105
2472,0.173974
2474,0.177011
2476,0.180861
2478,0.184159
2480,0.187194
2482,0.190288
2484,0.193235
2486,0.195912
2488,0.198033
2490,0.199101
2492,0.20116
2494,0.203235
2496,0.205444
2498,0.206917
2500,0.208662
2502,0.210637
2504,0.212221
2506,0.213416
2508,0.215401
2510,0.218858
2512,0.223185
2514,0.229609
2516,0.235143
2518,0.240342
2520,0.243108
2522,0.246336
2524,0.247831
2526,0.249012
2528,0.248419
2530,0.248002
2532,0.245663
2534,0.243583
2536,0.240689
2538,0.240376
2540,0.240181
2542,0.238619
2544,0.239313
2546,0.23922
2548,0.243108
2550,0.245684
2552,0.244786
2554,0.243187
2556,0.240035
2558,0.237537
2560,0.235733
2562,0.23347
2564,0.229272
2566,0.225007
2568,0.223009
2570,0.223379
2573,0.225377
2575,0.227392
2578,0.228289
2580,0.226921
2582,0.227189
2584,0.227535
2586,0.23084
2588,0.235104
2590,0.238323
2592,0.239182
2594,0.239384
2596,0.239307
2598,0.23849
2600,0.238635
2602,0.238255
2604,0.234213
2606,0.227994
2608,0.221692
2610,0.218228
2612,0.215689
2614,0.213659
2616,0.211803
2619,0.2088
2621,0.20788
2623,0.209381
2625,0.208813
2627,0.207444
2629,0.205807
2631,0.204343
2633,0.204029
2635,0.205381
2637,0.204963
2639,0.204387
2641,0.203561
2643,0.204093
2645,0.20533
2647,0.206074
2649,0.206844
2651,0.205878
2653,0.204295
2655,0.202469
2657,0.201949
2659,0.202557
2661,0.204246
2663,0.205236
2665,0.206459
2667,0.207242
2669,0.207896
2671,0.207534
2673,0.207677
2675,0.208714
2677,0.21033
2679,0.211538
2681,0.212223
2683,0.212123
2685,0.212069
2687,0.212723
2689,0.211911
2691,0.211018
2693,0.209168
2695,0.207224
2697,0.204989
2699,0.205789
2701,0.208064
2703,0.209765
2706,0.212488
2708,0.215919
2710,0.222273
2712,0.22745
2714,0.230838
2716,0.232456
2718,0.233449
2720,0.233283
2722,0.233126
2724,0.235541
2726,0.238445
2728,0.240545
2730,0.242226
2732,0.244482
2734,0.24534
2736,0.246491
2738,0.248149
2740,0.251532
2742,0.254496
2744,0.257494
2746,0.26055
2748,0.260527
2750,0.260672
2752,0.261132
2754,0.259868
2756,0.256983
2758,0.255526
2760,0.252531
2762,0.247201
2764,0.243671
2766,0.240433
2768,0.239213
2770,0.239932
2772,0.240464
2774,0.238224
2776,0.235235
2778,0.23361
2780,0.232681
2782,0.230403
2784,0.228159
2786,0.22561
2788,0.222555
2790,0.218668
2792,0.21639
2794,0.213537
2796,0.210751
2799,0.202413
2801,0.196011
2803,0.191774
2805,0.188247
2807,0.185061
2809,0.183311
2811,0.183121
2813,0.182339
2815,0.181836
2817,0.18052
2819,0.182331
2821,0.1833
2824,0.187155
2827,0.190963
2829,0.193315
2833,0.193734
2835,0.193287
2837,0.192786
2839,0.194331
2842,0.197566
2844,0.197935
2848,0.198279
2850,0.194512
2852,0.192106
2854,0.19082
2856,0.188235
2858,0.183137
2860,0.176458
2862,0.16867
2864,0.163942
2866,0.159187
2868,0.154402
2870,0.150295
2872,0.146085
2874,0.141958
2876,0.137839
2878,0.136445
2882,0.138047
2884,0.139661
2886,0.140447
2889,0.141948
2891,0.142238
2894,0.143028
2896,0.144221
2899,0.145712
2901,0.146222
2903,0.146163
2906,0.143051
2908,0.13991
2912,0.132694
2914,0.128172
2916,0.123592
2918,0.120305
2920,0.116974
2922,0.111947
2924,0.105092
2927,0.094709
2929,0.0872861
2933,0.0750138
2935,0.0702406
2939,0.061999
2941,0.0592921
2944,0.0543396
2946,0.0511837
2950,0.0463045
2952,0.0443106
2954,0.0423544
2956,0.04023
2958,0.0366042
2960,0.0324354
2962,0.0287426
2964,0.0253004
2966,0.0222995
2968,0.0203287
2970,0.0189134
2972,0.0175161
2974,0.0174277
2976,0.0194796
2978,0.0230055
2980,0.0273071
2982,0.0299142
2984,0.0321396
2986,0.0349005
2988,0.0363466
2990,0.036365
2992,0.0367185
2994,0.03603
2996,0.0342215
2998,0.0331813
3000,0.0329042
3002,0.0344553
3004,0.0391478
3006,0.0406287
3008,0.0403364
3010,0.0418949
3012,0.0459327
3016,0.047399
3018,0.0457064
3021,0.0445127
3023,0.0434536
3026,0.0435411
3028,0.044232
3030,0.0460313
3032,0.0488669
3034,0.0527652
3036,0.0570221
3038,0.0625594
3040,0.0696204
3042,0.0762494
3044,0.0813528
3046,0.0857717
3048,0.0896363
3050,0.093764
3052,0.0958863
3054,0.0979274
3056,0.0994594
3058,0.101393
3060,0.103971
3062,0.106282
3064,0.109521
3066,0.112158
3068,0.116802
3070,0.118372
3072,0.120544
3074,0.120698
3076,0.120977
3078,0.119596
3080,0.116753
3082,0.114922
3084,0.111982
3086,0.108871
3088,0.1024
3090,0.0964902
3092,0.0957414
3094,0.0997287
3096,0.108547
3098,0.11541
3100,0.121964
3102,0.124763
3104,0.126932
3106,0.128592
3108,0.129993
3110,0.132939
3112,0.136775
3114,0.140788
3116,0.145249
3118,0.151588
3120,0.157955
3122,0.166439
3124,0.174414
3126,0.182165
3128,0.191114
3130,0.201229
3132,0.212187
3134,0.222779
3136,0.230715
3138,0.233618
3140,0.231223
3143,0.233194
3145,0.229559
3147,0.227684
3149,0.2264
3152,0.230228
3154,0.229365
3156,0.228799
3158,0.226537
3160,0.226809
3162,0.224629
3164,0.22291
3166,0.222659
3168,0.223243
3170,0.224573
3172,0.226725
3174,0.22847
3176,0.229134
3178,0.228771
3180,0.226714
3182,0.224923
3185,0.222289
3187,0.220552
3190,0.217236
3192,0.216296
3194,0.214577
3196,0.214206
3198,0.215404
3200,0.217267
3202,0.219933
3204,0.223174
3206,0.226951
3208,0.231151
3210,0.235614
3212,0.240547
3214,0.245615
3216,0.25038
3218,0.255077
3221,0.262105
3223,0.262999
3225,0.264119
3227,0.266106
3229,0.267311
3231,0.267601
3233,0.267296
3235,0.26674
3237,0.266371
3239,0.265307
3243,0.2615
3245,0.258146
3247,0.254686
3249,0.252714
3251,0.251474
3253,0.25088
3255,0.249725
3257,0.248282
3259,0.246642
3261,0.244528
3263,0.242605
3265,0.239965
3267,0.236623
3269,0.232537
3271,0.228531
3273,0.225926
3275,0.223761
3277,0.223052
3279,0.222617
3281,0.222709
3283,0.223488
3285,0.222576
3287,0.221838
3289,0.221612
3291,0.221114
3293,0.220279
3295,0.221298
3297,0.221052
3299,0.221349
3301,0.22069
3303,0.219799
3305,0.219487
3307,0.219748
3309,0.220701
3311,0.222025
3313,0.223982
3315,0.226379
3317,0.228679
3319,0.23074
3321,0.231372
3323,0.230314
3325,0.228347
3327,0.225649
3329,0.221932
3331,0.21769
3334,0.212566
3336,0.210573
3338,0.209758
3340,0.210093
3342,0.211194
3344,0.212615
3346,0.214671
3348,0.217931
3350,0.222005
3352,0.225777
3354,0.22933
3356,0.233
3358,0.237878
3360,0.242172
3362,0.248351
3364,0.255253
3366,0.262161
3368,0.268913
3370,0.272653
3372,0.276368
3374,0.279776
3376,0.283655
3378,0.288018
3380,0.293281
3382,0.296116
3384,0.299129
3386,0.301978
3388,0.30364
3390,0.304678
3392,0.305065
3394,0.30509
3396,0.306353
3398,0.308838
3400,0.311638
3402,0.315282
3404,0.318542
3406,0.321952
3408,0.324997
3410,0.329099
3412,0.332776
3414,0.336085
3416,0.340358
3418,0.342937
3420,0.346181
3422,0.350823
3424,0.354674
3426,0.357471
3428,0.361114
3430,0.363039
3432,0.365278
3434,0.366597
3436,0.367889
3438,0.369468
3440,0.370503
3442,0.370836
3444,0.370729
3446,0.369989
3448,0.368409
3450,0.365831
3452,0.362686
3454,0.359996
3456,0.357041
3458,0.354435
3460,0.351897
3463,0.347173
3465,0.343768
3467,0.339034
3469,0.333664
3472,0.322882
3474,0.314891
3476,0.306252
3478,0.296858
3480,0.287266
3482,0.277805
3484,0.268514
3486,0.260988
3488,0.253943
3490,0.247275
3492,0.238917
3494,0.228895
3496,0.2197
3498,0.211753
3500,0.205441
3502,0.201945
3504,0.199923
3506,0.199164
3508,0.19915
3510,0.199026
3512,0.198643
3514,0.197005
3516,0.195122
3518,0.192935
3520,0.18983
3522,0.188241
3524,0.188304
3526,0.189793
3528,0.192749
3530,0.197243
3532,0.203167
3534,0.210106
3536,0.218308
3538,0.227546
3540,0.234909
3542,0.237902
3544,0.23431
3546,0.227543
3548,0.227711
3550,0.230645
3552,0.235717
3554,0.243104
3556,0.251286
3558,0.259559
3560,0.268742
3562,0.273805
3564,0.278304
3566,0.277613
3568,0.277122
3570,0.277699
3572,0.276009
3574,0.273817
3576,0.271709
3578,0.272899
3580,0.276561
3582,0.282141
3584,0.286258
3586,0.28783
3588,0.28659
3590,0.283861
3592,0.282203
3594,0.28098
3596,0.279538
3598,0.277893
3600,0.276545
3602,0.274602
3604,0.272636
3606,0.270543
3608,0.265738
3610,0.263376
3612,0.259313
3614,0.255901
3616,0.246513
3618,0.241145
3620,0.237938
3622,0.237498
3624,0.238454
3626,0.236445
3628,0.235144
